sentimen	Tweet
1	laku kalo marah doa marah
0	mantan gebetan semenjak pilih jauh bikin story foto bareng cewek
0	eh tiberr
-1	i srs cakap sayang nak sakit
0	bikin sim tes mata ngapalkeun heula rumah
0	giveaway ada giveaway rangka menang giveaway beli album
-1	kenal nya tertawa menang
1	bos asik banget ijin pulang cepat ya tonton konser nct bos iya
0	but geng kul report lmbt
0	seller jual murah banget
-1	mnangis takut mati kcintaanku dunia ttpi mmbuatku mnangis ksedihanku b
0	kaya asih obat
1	hidup henti cari sempurna butuh cinta membu
1	sesal islam loh ya syukur banget
1	im sok love with you rin ayiee
-1	sayang mana t t
0	ikat perut minggu nak jimat last last camni
-1	lupa ayah peluk penuh kasih sayang
0	malaysia deh mahu ambil merugika
0	giveaway pulsa kak orangyaratnya retweet doain menang undi fansign ikon ya amin umu
1	angel ih hahahaha
1	rameein nih
1	picnya amin goodluck anw
1	sedia hadap laku khilaf diri man
-1	sembang penat duit duit cakap nak tutup mulut duit
1	okey mai
0	tonton spotify dm ya
0	halo kak koordinasi guru selenggara ppg prajabatan ya
-1	orang puji rajin automatik malas
0	soal kucing suka ngendeng orang takut kedai makan
0	back up lelaki pihak lelaki tau lelaki trash mcmtu perempuan
-1	hai paham kendala mohon maaf ketidaknyamanannyaat pulsa
0	hi ayo bareng nder jam an nginep pop
0	duga hwang geum hwang eunbi
1	sih kadang taha
0	maksud min status nya rabu tolak proses
1	harga mata alas bagi cari dari
-1	sakit period pain deh sakit beranakeriously kak tipu sakit anak
-1	kangen bihua
0	rujak kangkung iket kangkung btw foto makan kenyataanya rebus iket tempe habis
1	alhamdulillah derma darah hahaha doktor pening hmm deh taktau pening kak
0	idm join barang official my kalo rep drop direp janji ya
0	dm neng
1	mantab penasaran pengin lihat
0	time tengok munafiq orang belah lelaki cite je deh carut hshhshs oh shitt pstu tutup mu
-1	tiada salah manusia goblok
1	deh sembang sibuk shopping hahaha
0	btw bts sekolah kak lihat
-1	sandiwara pentas dengan maya sentuh hayati
-1	berbaloi penat lelah kerja kuli batak gaji ciput plus kena adap customers ya
-1	balas chat tema kkt ku kuning putih kuning
-1	orang puji cantik automatik hodoh
0	lihat toping nangka buru order pas abang nangka
0	bunyi kriuk krak perghh
-1	pengin marah pesan kasihan kalo cancel ken nangka monangis ngetw
1	diam hihi mancing sih
0	even parents taknak kesah pasal problem sok who will
-1	ayah bising tengok beli tudung last last pakai tudung indon reaso
1	standard fspu mcmtu salah sign takda kena fikir kali nak masuk hahaha
0	topi enggak ada huu diriq suka pakai topi yeup
1	suka
0	masalahnye benda
1	doyanini wkwkkwkw
-1	acah acah happy je kawan life sunyi sepi tinggal cengkerik je bunyi
1	ajar erti ehehe
1	malam doa pengin bidadari eh foto lihat dikabulin
0	kagum calon bingung orang belakang beliau
1	jago ya manja
-1	deh give up nak upload pic
1	hayuuk melook
0	kau ceramah hal aduh
0	idunnoo man hrni pn gerak kedah
0	lihat replyan tua
0	syudah buhunk use offuda hp
1	lihat adem rasane wkwkwkwkwk
-1	teruk kerja mcd kena reject
0	syedadiq nak pulih raja era perempuan dok gedik gedik cair iman alahai
-1	weird gila kaun upin ipin rumah tok dalang rumah opah diaebelah je pasal perigi je jala
-1	tm struggle financially maxis margin tawar service internet tanggung kos
1	asib kau dek nak sembang bang bizi xde nak sembang
1	peduli keras coba sangkal
0	buru buru arti lihat muka sesuai leta
1	sukahati taknak aku kau
1	hmm smlm cmtu alhamdulillah lega sikit harini bangun tido hilang maybe haritu hg bawa beg berat
0	makan mesti nasi haha sup amp sambal power nasi kerabu rm nasi ayam penyet rm
1	suka harry potter suka harry harry sama recehkantwitter recehkantwiter
0	nak husna nisha
0	peluk jejen eon
-1	ambil dosen nilai bagus usaha worth sih
1	lelaki minta kasih pilih pisah besok meni bahagia untuk
-1	monanges
0	susul
0	tl jaesix sunbae
0	kau lampau concern aduh dekah
-1	duk cakap tipu tipu cam anjing kang tipu kau kau bodoh
0	sapa ternampak orang peras moto mintak tolong roger hilang area pj new town ptg
1	hahahahah dekah tengok parody sumpah kreatif dakdak munafik
-1	kadang lucuesaat hangat senang penuh kasih sayang penuh benci dingin
0	cikgu ahmad sesuai cikgu sejarah
0	adela main gambar laki
1	baca ya akun sekian ratus rep situ bangga
1	tatap tatap wonwoo guys but im okay fokus ic skripsi
1	lahir bumi jaga hati pihakampai hati barai orang kesah hmm
1	jadi orang orang medapatkan surga penuh nikmat qs asyyu araa
0	profesi ya
-1	kejut
1	favorit laskar pelangi
0	orang syukur senyum ceria pagi orang syukur keluh pagi
1	simpan duit asyik guna beli emas rm beli emas duit seposen asyik gadai
-1	peduli ilmu klenik ilmu sepiritual kerak sadar teman teman
0	banget overthinking samping agus tonton yutub stand up comedy ketoprak war
0	kau group nak reply group solja reply nak main futsal main liga seronok hm
1	terima kasih ganteng cara bangkit kalah final regu kalah kento chen long sem
0	orang rasai asa minum sirup mabok orang
0	iya verified kak boongan acc fan bodoh verified
0	taknak diet duduk rumah kesi tengok mak masak takda sapa makan jamah sikit pastu habis
0	kaki stretchmark deh ajang muka orang
0	mau apa by
0	sih dokter masang
-1	diam
0	pandai jaga muka je eh jaga kaki share rutin gosok kaki scrubt ive
0	mana bts inspirasi v tamang situasi hidup hari jin memberku mem
-1	benda cakap kesah nak jaga hati awak hm awak nak menang
-1	kenan izin kenal menang beli
0	heeh kapai main twitter ngapaee
0	wehh
1	crush nak tegur ye tegur suka cakap suka kau dok tengok je story missebb
1	ya ya ya
0	lepastu abang pinjam fon dik abang pergi print lepastu abang lari laju beriyek tolon
1	untuk kak rehan sabar ya
-1	kangen taeboongie
0	oppa ya
1	legaa nggakbisa nikmat makan siang lho
1	moga pada sandiwara belaka
1	t kasih nak bantu kumpul duit korang beli klik beli
0	rumah mana memang
0	ki setan bidadari duk malaikat
-1	crazyrichsurabayan ig ig tuh teman crazyrichsurabayan sungkan banget
0	pantengin kepo ganteng apas kak ray
-1	tuh katarak sih corbyn tuh ganteng banget
1	takut lambung ombak tonton ombak rindu hahaha
1	jodoh tenang je harap jodoh nak bahagia hidup hayat i want my
0	mas ngakalinpotify
-1	sungguh nak jaga je henti pura jaga paksa kau kau p
1	nya sih hahaha
-1	mata bengkak sakit takpe deh kali kelip sakit kepala deh nak drive
1	setia kakak
1	hahahahahahahaha sejarah wani nasib kaklong idaa hahahaha alaa bodo
0	po juta amin
-1	bagus gapeduli jalan cerita niat tonton orang bilang merek
0	giveaway rangka opening onshop ig oversized hoodie h amp original bebas pilih warnaesuaito
0	abang satu sisa pure abang panggil abang kesan ya
1	hahahahaha anggap jelah respect orang adek kereta abil l
-1	kali bahan ngn orang pandai automatik kaku
-1	lanjut hubung jeda hilang langsung putus
0	organisasi pki ala pki rezim
0	sabiru
0	follow bias nim
-1	mamah lihat mark menang kenapaih
-1	ya allah palak duluan
-1	itu haha entar wacana jakarta gara batal kak
0	up story pegi gym je nganjing tak deh kurus kee kurus kurus kurus kee pegi gym nak gemuk bodo
0	oh iya maksud detik salah etik lihat detik
-1	sesat kisah laku kat damai sarawak time cut hujung kat rumah nenek
1	mamat cool cinta hati putih kain cari kena still awek
-1	bangga pria pilih men
0	salam kereta tinted sport rim kettew takde duit nak check hotel romen kereta tengahari gue
-1	stasiun gang sentiyong tunggu kereta angin sepoy sepoy jadi ku tidur
0	buka lampu pagi nk bsiap p kelas sabar evento bsiap lampu toilet pagi tgh tidoq l
0	nyanyi when my bday passed and didnt call
-1	even deh kawan puluh deh mintak maaf mcmne rase deh
1	kalo eaak akun motivasi
1	raya menang straykids up ff zona nyaman isi day ft straykids pakai nama lokal
1	cinta reveluv
1	tau koriyah hehe
-1	andai tuhan yme ku cabut titit susul nyawa naas tangan mati biadab
0	lawa hm kau nak hidup asyik banding banding kau takk
0	taknak lost contact ngn mamat paham doh benda nak kanto gambar
-1	menang lagu
1	deh pacar begini
0	tuh kali pegi thai gajah
-1	biadap ek viralkan
0	tukar tukar phone
0	giveaway pulsa rangka ultah gue amp namjoon syarat tweet follow ayo bermutual menang
-1	oh pacar habis minum lipstick tebelnya nyiplak sedot
0	serius free ong jember
0	we baca orang rajin ibadah
0	oleng fir temenin
0	tipe teman hilang perlahanaat pasuk usia an
0	kak istri guanlin
0	diri muka pintuambil ketuk pdt mandar ibadah raya minggu eptember
1	manusia bro ex kali cakap camni je kekal tinggal amp now deh bahagia deh
0	tau sf boyband agency ya
1	syukur allah pinjam kau kejap terima kasih bahagia
-1	baca barangsiapa nasihat saudara dua nasehat barangsiapa menase
0	sih lupa
0	letak drawing board deh kurun xguna xtau duk kat
0	banget bonceng tante empat adik tante teman tante
0	bilang gemas cowok dimple suka hewan suka anak anak polos
0	kali nak iphone
-1	tiy suka rendah seringkali salah turut tid
0	haa gelak derma darah hehe
0	mbak van nitip motor ya sebentar bilang dona jumat balik pacar
1	orang main minat lek je orang amik gambar
0	aktif akun muehehe
-1	thing suka duk kulit mesti kering
0	enek vs brother sih ora mudeng mas
1	tuju apa cinta uang keluar idol engg
0	ampak buku resipi dim sum woahh sedapnyee patut beli nak lol
1	korang chances of staying with your parents appreciate exception study orang sekolah a
0	konsep kereta kot body pon tukar enjin mahal mahu mahu
1	alam dewasa
-1	ggak uang habis beli game tuju bawa biar bayar kedip polos tarik
0	hm
1	typical me hahahaahha camni marah adik member cakap je musuh gen
0	laki sape malam tuduh bini die minum air botol die fridge deh pagi sapu tengok adek botol kosong b
-1	hilang percaya kau sorry tak
-1	cakap men are trash baca kisah
0	rumah takde orang kau dengar orang seret perabot malam serta bunyi bola lantun je t
-1	mampus
-1	tolong selamat kakak kelas sebal tendang pluto ya allah
0	hidup idioms jenis hidup laut
0	rt vid twice tengok erm skang masjid
1	help rt freebies ticket ic green underprice frib pas ic tanggal ice plac
-1	malas ngan ns ah kawan ngan
0	muncul ya android kah
0	adhyssa jaffary publish
0	kas jogathon benda bodoh time sekolah lepastu kutip hadiah double bodoh https
0	kabar
1	wkwkw gataw ngasal coba lihat
0	oiya tipe muka kering makeupan tekstur muka p
0	kota damn ya forever loner hoho
1	syukur loner spend halal
0	hang
0	weeks maybe busy nak prepare presentation sok sure
-1	dijelasin parfum kamar kos bau cewek banget nemu samping kasur ayok jelasin h
1	yakinin diri coba kuatin iman agama tau cerah
1	aa ketawa bahagia
-1	faham bitter hal
1	iyoo hahaha dada tiket pesawat mahal o o banya harusny ikut hahahhaha menang cat smu
0	aduh nak p deh idam nak pergi
-1	boros kayak kadang hari gb
0	nak baring je klinik
1	jujur ken tau doain baik keluarga sungguh
0	eh benar teel banget pakai penasaran pakai wkwk
1	deh chill je
-1	hadap murid praktikal dkt tadika fokus dkt bang smangatentiasa btulkn salah
0	nak souvenir harap fahamlah beg pon sentuh
-1	ahli mebuatnya tertawa ahli buat jatuh cinta pilih hati
1	acu suka nakal nakal cocok mah
0	nak cerita kisah akuemua
0	buka takda kat koda
-1	mohon masukkn drg ering plk heyy sakit hati tengok muka setan
0	deh pergi tutomate
-1	basuh tgn kat sinki toilet the curve dengar bual orang budak weh masuk duduk sorang
1	senang taruh tari hehe kalo anti baca enggak mau kak
-1	oh duluan ya masuk minggu deh langsung kasih tugas uas otak ku ngadet
0	gang nak share kes tipu tolong kuasa viral xramai kena
1	cepat sembuh sayang moga kuat allah angkat sakit yaaemangat a
1	ajar
0	giveaway bismillah coba ecek minat ya curiga sepi sih coba deh rules r
0	jual dkt wardrobemigha clearkan ig campur aduk
0	pikir blued buru klik link dapat aplikas
1	orang beda unik harga suka
0	abang pinterin ya entar expose
-1	jahat
-1	orang wax sakit je bulu kaki lekat kat handplast nak menang
0	sis btw izin save ya
-1	buku buat menang sedu sedu buku baca persona karya kak sirha
0	tidur tidur sofa
0	becanda jual loml
1	gagal patah juang
-1	gila perempuan gaduhikit tegur lelaki gaduh esok deh stable
-1	iya kak ya gapaham ehe
0	bro differ specs iphone kali and iphone xr which one patut pick currently using iphone
0	ya wkwkw jamberapa teteh kaya jam an kali ya
0	ya terjang master jadwal super absurd tugas
-1	haa rindu rumah new york keluh
-1	i remember my secondary school teacher telling me zakaria tak perangai well peranga
0	malam adao besok semi final amp final japan open buka laptop
0	kau faham benda gelak gila babik
0	eh cleo ya aqua bikin crees
-1	ya ganchar brondong biar lemah p
1	lu gila kahh kau senyum je mal lahtu
-1	malaysia the purge ekor keling cari siat kulit bakar punai kor seksa
1	cari
1	bikin instastory biar reply obrol hehe
1	rlt syantiq kakak
-1	iya kirim paket ku kasih bintang kalo enggak salah hahah bodoamat
-1	adek kau sakit hati
0	ikut
0	green tea lumayan nder kemarin beli pakai topping almond hehe
-1	tuduh orang bohong serius loh nyangkut isu kalo data dukung silah
1	life must go onemangat baik anggap rendah angkat kepala tatap depan bismillah jumatberkah
0	lek sis
0	on dm kayak dude
1	yess idea
1	baik untuk tau diri mincintaimu tulus hati teens kikies
0	nak sok basically pishang jela for now
-1	sal fokus ajar fokus meni
-1	main asa orang menang main hilang orang sel
-1	galau suka junee huhuhu
0	bangga inti sih hebat
-1	i wish kulim gila ump awat ketegaq nak awai minggu pastu sorang kat
0	thread swatch produk bibir gambarcroll kasih review kak
1	yes hahahaha
0	andai deklarasi libur nasional versi libur libur rivi
-1	ya harga
-1	asa class cancel taktau nak desc cane part best part rugi
0	haha dedication essay iker casillas masapm kenal
0	perempuan deh ret jaga suami tua tahun still ret nak survive
0	ampaknya phone sticky notes
1	hello single ok hahahahhaa
1	thread kontrol psikolog psikiater rubah sikap buruk bangkit puruk pas
0	tau
1	throwback gambar degree kat facebook and muka mudah hibur je hihi deh deh seram
0	ya suara rizky febian ubay idol kevin idol tuh kayak lynak banget improve kayak ker
0	krt ikonic ayo mutualan butuh teman ikonic auto follback ya ku newkids the final
1	murah banget btw habis bikin pecel
0	pustaka unik indonesia unjung salah satu
0	keingetan hanbin pakai kemeja item ya
0	tunggu ip je
0	bro berisik tl suka jbjb mutualan rep ya ava ku jihoo
1	terima tegur nak selamat
1	teman
1	kau sabar kak
0	up story pegi gym je nganjing deh kurus kee kurus kurus kurus kee pegi gym nak gemuk bodo
1	tau baik
0	nya tua
1	iyasi daftar bidikmisi wkwkwkw
0	first giveaway nature republic aloe vera orang menang pulsa kak orang menang amp like twee
0	cepat maaf orang eh
0	assalamualaikum takut mubazir kasih
-1	atlet adu menang pergi tinggal jadi recehkantwitter
0	butuh
1	hahaaha mentality masuk keje time tulah thumb adoii
0	giveawayas rt follow kalo kalo yauda rep bete hehe biar mentionan hwuwuwhwu gud
0	mata kedip lantas angguk antusiasiapa coba suka traktir sih
0	peras rapat gila luah asa lep
0	jepang ya
1	harap tunggu tuhan beri baik usaha
0	pick by reply ya pakai tweetdraw ku pick butuh exp orang
1	harap cuman moga orang tua saat sukses
1	suka cair sikit
0	endampai uang subsidi ongkirnya ayo janganampai flop ya good luck
1	kasihan tuh lihat aji ngucap jusuf wkwkkwkskwk
0	nya
-1	kayak gayageum iya jimat
1	agreed deh masuk work life kisah deh pointer hg flat kak as long as hg pandai settle job diber
0	sebabtu letak
0	charlie gigit
-1	mana lelah biasa
1	hahahaha kisah teman lihat mata
1	apa paut dengan harum parfum tubuh kadang suka buat rindu
0	langkah langkah laku creator viral media sosial
-1	mana budak baik
0	topi two
-1	maaf bikin halu maaf
-1	sesal tlah buat pergi diam diam rindu tunggu harap kau cepat pulang
0	kadang tulis cantik kadang tulis tulis cina
0	hasil bikin nama elf jelek hasil bikin ratus army sakit hati reply an mfs nya hasil
0	rpw ayo followan rt ya lupa jfb
0	lengan je makan doe makan kimchi
1	ya
0	sapelah tunggu adek confess ar penat tggu jodoh
0	eh alamat ip website lho alamat ip alias deret angka angka tunjuk mana letak website
-1	suka hubung jelasenjougahara bakemonogatari
1	ow sih senang jadi panuta
0	suka lihat kyg bayang lew
1	diri shalat suruh manusia cegah buat mungkar
-1	pilih cinta orang menang tsubame ai kora
-1	buah oren ploles kulit muka sial
0	gapapa sih tinggal copast
1	cuk iki lucu hahahaha senang logate tulis plek opo onoe
-1	sayang harap harap tunggu tunggu bodoh bodoh luka
0	thanks for this thread sispah nak member sorang baca nak kurus nak amik detox pilkurus penat
0	lf siang lemons bikin akun myday mutualan yuk reply entar folback ya terima kasih
-1	boros
0	auto nyanyi pas baca
1	miniso isi cewek mbak lucu bawa pulang wkwk
0	rpw adek yuk awet bobrok ena curhat yuk yuk yuk
1	wkwkwkwk senyum
0	her lho miss kevin keven rebut gimbot ya wis beli nunjuk the twins asik main ipad masin
-1	kisah miskin
0	star promo rp membeliilver queen cashew almond fruit amp nut gr circle
0	incase korang binatang comel share kat
0	ikut activity anakpintartvkis hadiah uang tunai loh ayo share momen kak
